ProductTitle,EveryDayVolumnModelList,ProductPrice,ProductSource,ProductSourceImage,Cover,TagName,BloggerCount,LiveCount,Volume,Price,PriceValue,ProductUrl,ProductThirdUrl,HasReply,BrandName,BrandId,BrandDetailUrl,ShopId,RealProductId,IsCommissionRate,CommissionRate,ShopName,ShopDetailUrl,SourceTypeName,IsLigthning,Living,PriceRate,IsPriceBlock,BeginDate,EndDate
【M1】出口企业酵母粉,[],38.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3418040825-17b4c76685d8437eb308b358043a6ab6.jpg,烘焙原料/食品添加剂,1,1,122,4734,0.0,#/StaticPage/ProductDetail?relProductId=22055131543825&sourceType=99&timestamp=1717111590&signature=ded7f7b7875149a979e598ad744c4939,https://app.kwaixiaodian.com/merchant/shop/detail?id=22055131543825,0,舜寿缘,294622,#/StaticPage/BrandDetail?brandId=294622&isTrusted=true,280527,22055131543825,0,0%,舜寿缘雨鑫专卖店,#/StaticPage/Shop/Detail?shopId=280527,快手小店,0,,0,-1,,
尚川高活性低糖型干酵母粉馒头面包发糕花卷家用多用型发酵5g/袋,[],6.99 - 9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1653194726-f8696f204fd14bb88405e1073f188591.jpg,烘焙原料/食品添加剂,39,1274,662,4726,0.0,#/StaticPage/ProductDetail?relProductId=20578395995726&sourceType=99&timestamp=1717111590&signature=142174f663ae22d0f04f34c906d8d402,https://app.kwaixiaodian.com/merchant/shop/detail?id=20578395995726,0,尚川,50561,#/StaticPage/BrandDetail?brandId=50561&isTrusted=true,1535,20578395995726,1,20%,尚川官方旗舰店,#/StaticPage/Shop/Detail?shopId=1535,快手小店,0,,0,-1,,
【小宇专属】【拍一发五十】发面旺高活性老面味包子馒头发酵粉,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-45397577-e1cf5a5c22654560a205ee0aae5c4fec.jpg,烘焙原料/食品添加剂,1,2,453,4525,0.0,#/StaticPage/ProductDetail?relProductId=21865829382577&sourceType=99&timestamp=1717111590&signature=bb57ea35e47ee287ea95523081114800,https://app.kwaixiaodian.com/merchant/shop/detail?id=21865829382577,0,德亿鲜,32452,#/StaticPage/BrandDetail?brandId=32452&isTrusted=true,345728,21865829382577,0,0%,梦星禾食品专营店,#/StaticPage/Shop/Detail?shopId=345728,快手小店,0,,0,-1,,
【何军宠粉】【9.9元70袋】发面旺发面宝酵母粉高活性干酵母5g/袋,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3739288004-94154979a5bf4c7f99ec636bce9225a7.jpg,烘焙原料/食品添加剂,1,2,455,4505,0.0,#/StaticPage/ProductDetail?relProductId=21971539030004&sourceType=99&timestamp=1717111592&signature=304b608adff949d976557b2600e31e4d,https://app.kwaixiaodian.com/merchant/shop/detail?id=21971539030004,0,超击,228107,#/StaticPage/BrandDetail?brandId=228107&isTrusted=true,332140,21971539030004,0,0%,巢旷调味品专营店,#/StaticPage/Shop/Detail?shopId=332140,快手小店,0,,0,-1,,
【傲雪寒梅】 家用活性酵母粉3克/袋,[],3.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2944236576-306f2db8694c44978ab001d7e2515777.jpg,烘焙原料/食品添加剂,1,1,1182,4492,0.0,#/StaticPage/ProductDetail?relProductId=21970579628576&sourceType=99&timestamp=1717111592&signature=6a83c195a3bb9f1e3b655efd59f5aec4,https://app.kwaixiaodian.com/merchant/shop/detail?id=21970579628576,0,会养五谷食方,257274,#/StaticPage/BrandDetail?brandId=257274&isTrusted=true,209382,21970579628576,0,0%,聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=209382,快手小店,0,,0,-1,,
【厨房三宝】【拍一发27】 鸡精2包＋酵母粉20包＋十全香5盒 M,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-cce9e49e6dae4d9eb2dbd8ce8b136584.jpg,烘焙原料/食品添加剂,5,13,449,4486,0.0,#/StaticPage/ProductDetail?relProductId=22032796296177&sourceType=99&timestamp=1717111592&signature=6b728c9def3e116c39f570e709c61c22,https://app.kwaixiaodian.com/merchant/shop/detail?id=22032796296177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22032796296177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
【直播专享！13.9元5袋】蛋糕预拌粉 奶香浓郁 香甜湿滑 100克/袋,[],13.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2499940465-31b8ac2bf1bf442b923cd1cef42d3b3f.jpg,烘焙原料/食品添加剂,1,5,319,4434,0.0,#/StaticPage/ProductDetail?relProductId=21777044832465&sourceType=99&timestamp=1717111592&signature=edbb1a0d0116e8ef1bf10a039aa19b80,https://app.kwaixiaodian.com/merchant/shop/detail?id=21777044832465,0,,0,,308039,21777044832465,0,0%,肖栎食品2个体店,#/StaticPage/Shop/Detail?shopId=308039,快手小店,0,,0,-1,,
【好物推荐】9.9到手50包 老面味发面王发面发酵粉高活性小包VV,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3506467190-f7175746691a4eddae37581a597c0436.jpg,烘焙原料/食品添加剂,1,11,444,4396,0.0,#/StaticPage/ProductDetail?relProductId=21729942175190&sourceType=99&timestamp=1717111592&signature=3a5156b6a4ef2b41252856d6068e1ce5,https://app.kwaixiaodian.com/merchant/shop/detail?id=21729942175190,0,家家会,169097,#/StaticPage/BrandDetail?brandId=169097&isTrusted=true,297982,21729942175190,0,0%,致广大食品专营店,#/StaticPage/Shop/Detail?shopId=297982,快手小店,0,,0,-1,,
【粉丝福利】【拍一发40包】必琪高活性酵母粉5g/袋,[],6.90 - 9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3055507394-ba4427f1759c4196ae6bff71ad7184ff.jpg,烘焙原料/食品添加剂,3,134,444,4396,0.0,#/StaticPage/ProductDetail?relProductId=20335607949394&sourceType=99&timestamp=1717111592&signature=4547d39d57ab5ae014fcb82435bef34c,https://app.kwaixiaodian.com/merchant/shop/detail?id=20335607949394,0,必琪,232460,#/StaticPage/BrandDetail?brandId=232460&isTrusted=true,202278,20335607949394,1,15%,快盟食品专营店,#/StaticPage/Shop/Detail?shopId=202278,快手小店,0,,0,-1,,
【二憨专属】【拍一发27】 鸡精2包＋酵母粉20包＋十全香5盒P,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/item_image-3619482177-abf59d9aca2d4f6c9507785b66046f10.jpg,烘焙原料/食品添加剂,1,6,439,4386,0.0,#/StaticPage/ProductDetail?relProductId=22013474097177&sourceType=99&timestamp=1717111592&signature=3441ec0f427f29aa9a648ea7bc2461a0,https://app.kwaixiaodian.com/merchant/shop/detail?id=22013474097177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22013474097177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
【专属福利】【拍一发27】 鸡精2包＋酵母粉20包＋十全香5盒 bz,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-cce9e49e6dae4d9eb2dbd8ce8b136584.jpg,烘焙原料/食品添加剂,21,135,422,4216,0.0,#/StaticPage/ProductDetail?relProductId=22015055522177&sourceType=99&timestamp=1717111592&signature=366950ca65f2ba434d081945ab4cdc01,https://app.kwaixiaodian.com/merchant/shop/detail?id=22015055522177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22015055522177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
【品质升级】新良焙食尚黑米面包粉500g  烘焙专用原材料,[],16.80 - 18.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2194437469-e4959caf38d04bcc942b47c0942e2638.jpg,烘焙原料/食品添加剂,10,109,254,4208,0.0,#/StaticPage/ProductDetail?relProductId=21531584296469&sourceType=99&timestamp=1717111592&signature=088bd344b07f0f4fd2eb3e83048f0fe7,https://app.kwaixiaodian.com/merchant/shop/detail?id=21531584296469,0,新良,2515,#/StaticPage/BrandDetail?brandId=2515&isTrusted=true,71506,21531584296469,0,0%,新良新乡良润专卖店,#/StaticPage/Shop/Detail?shopId=71506,快手小店,0,,0,-1,,
【专属福利】家用活性酵母粉xq,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2764424323-637d590703014e9696c402176ddf2074.jpg,烘焙原料/食品添加剂,1,1,417,4166,0.0,#/StaticPage/ProductDetail?relProductId=22161900066323&sourceType=99&timestamp=1717111592&signature=1c2e42743dbd2dd54c7789e690674531,https://app.kwaixiaodian.com/merchant/shop/detail?id=22161900066323,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,155449,22161900066323,0,0%,乐陵聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=155449,快手小店,0,,0,-1,,
【粉丝福利】9.9抢50包老面味发面王发面宝发酵粉高活性小包酵母,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-669144375-355c057f0958425ba90b443c7857d9e7.jpg,烘焙原料/食品添加剂,2,54,419,4148,0.0,#/StaticPage/ProductDetail?relProductId=21794545097375&sourceType=99&timestamp=1717111592&signature=e9ee01497039b1156f653d5dde465d06,https://app.kwaixiaodian.com/merchant/shop/detail?id=21794545097375,0,淘小生,73571,#/StaticPage/BrandDetail?brandId=73571&isTrusted=true,226650,21794545097375,0,0%,淘小生食品专营店,#/StaticPage/Shop/Detail?shopId=226650,快手小店,0,,0,-1,,
9.9到手50包 老面味发面王发面宝发酵粉,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1563040849-8971cc570c4242e0a40520c762f01383.jpg,烘焙原料/食品添加剂,1,4,418,4138,0.0,#/StaticPage/ProductDetail?relProductId=21921702933849&sourceType=99&timestamp=1717111592&signature=6f65ad55e33e91ef9fc12b321a932dd4,https://app.kwaixiaodian.com/merchant/shop/detail?id=21921702933849,0,解放碑,268014,#/StaticPage/BrandDetail?brandId=268014&isTrusted=true,132479,21921702933849,0,0%,梵净食品专营店,#/StaticPage/Shop/Detail?shopId=132479,快手小店,0,,0,-1,,
森庄农品森庄农品 豌豆粉500*2袋起 凉粉专用粉豌豆淀粉,[],19.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3409582260-dbd556e5b5de45d5aa56e0a3631e38d3.jpg,烘焙原料/食品添加剂,3,50,208,4118,0.0,#/StaticPage/ProductDetail?relProductId=21988401952260&sourceType=99&timestamp=1717111592&signature=df4236a8ac15026c7eeb37f0a6c31fdf,https://app.kwaixiaodian.com/merchant/shop/detail?id=21988401952260,0,森庄农品,80360,#/StaticPage/BrandDetail?brandId=80360&isTrusted=true,309723,21988401952260,0,0%,森庄农品广州专卖店,#/StaticPage/Shop/Detail?shopId=309723,快手小店,0,,0,-1,,
9.9到手50包 老面味发面王发面宝发酵粉高活性小包酵母粉蒸馒头包,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3506467190-f7175746691a4eddae37581a597c0436.jpg,烘焙原料/食品添加剂,1,1,411,4069,0.0,#/StaticPage/ProductDetail?relProductId=21917740739190&sourceType=99&timestamp=1717111592&signature=54713461c2d4b8ae1c8891fa2c5dd57f,https://app.kwaixiaodian.com/merchant/shop/detail?id=21917740739190,0,家家会,169097,#/StaticPage/BrandDetail?brandId=169097&isTrusted=true,297982,21917740739190,0,0%,致广大食品专营店,#/StaticPage/Shop/Detail?shopId=297982,快手小店,0,,0,-1,,
【厂家促销】【拍一发27】 酵母粉 鸡精 十全香  调味料【LQ-LL】,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/item_image-3619482177-abf59d9aca2d4f6c9507785b66046f10.jpg,烘焙原料/食品添加剂,6,15,410,4059,0.0,#/StaticPage/ProductDetail?relProductId=21975355974177&sourceType=99&timestamp=1717111592&signature=b6d051652603c4306861156f887db488,https://app.kwaixiaodian.com/merchant/shop/detail?id=21975355974177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,21975355974177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
无铝害泡打粉,[],6.80 - 9.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2116691726-e2cceb2124e34ad0b27382bef6341f5a.jpg,烘焙原料/食品添加剂,9,201,414,4057,0.0,#/StaticPage/ProductDetail?relProductId=21446208737726&sourceType=99&timestamp=1717111592&signature=518dbae59f5402d1c17c703657cd5150,https://app.kwaixiaodian.com/merchant/shop/detail?id=21446208737726,0,百钻/BAKER DREAM,22,#/StaticPage/BrandDetail?brandId=22&isTrusted=true,829,21446208737726,1,40%,大丰苏瑞食品专营店,#/StaticPage/Shop/Detail?shopId=829,快手小店,0,,0,-1,,
QS[拍一发50袋]老味发面王发面宝家用酵母粉高活性酵母粉,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-669144375-60df06fd5dca4577aefb6d5e16fbfe44.jpg,烘焙原料/食品添加剂,5,48,401,3970,0.0,#/StaticPage/ProductDetail?relProductId=21620334327375&sourceType=99&timestamp=1717111592&signature=8253199100c371748f9fe98160fab78b,https://app.kwaixiaodian.com/merchant/shop/detail?id=21620334327375,0,淘小生,73571,#/StaticPage/BrandDetail?brandId=73571&isTrusted=true,226650,21620334327375,0,0%,淘小生食品专营店,#/StaticPage/Shop/Detail?shopId=226650,快手小店,0,,0,-1,,
【佰川宠粉】【拍一发四】 十全香 厨房调味料35g/盒,[],7.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-f380de88281a461b83d2a5f624b8b35f.jpg,烘焙原料/食品添加剂,1,3,502,3966,0.0,#/StaticPage/ProductDetail?relProductId=22140844188177&sourceType=99&timestamp=1717111592&signature=848d5449a8fc195f29e8cf3a70472631,https://app.kwaixiaodian.com/merchant/shop/detail?id=22140844188177,0,艾茜,3816,#/StaticPage/BrandDetail?brandId=3816&isTrusted=true,282738,22140844188177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
桂兰世家老面味发面宝益生菌发面旺酵母家庭面粉发酵自发速发粉,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-331746720-2758b08c284a4943a45a99a13f6e77af.jpg,烘焙原料/食品添加剂,39,1015,415,3940,0.0,#/StaticPage/ProductDetail?relProductId=20660216706720&sourceType=99&timestamp=1717111592&signature=f70c7be48b351954d229ee80f341f129,https://app.kwaixiaodian.com/merchant/shop/detail?id=20660216706720,0,桂兰世家,182075,#/StaticPage/BrandDetail?brandId=182075&isTrusted=true,194978,20660216706720,1,42%,康仁堂食品专营店,#/StaticPage/Shop/Detail?shopId=194978,快手小店,0,,0,-1,,
果蔬粉组合果冻果,[],125.00 - 225.00,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1570838386-8296a26a2666495394c5341f4ff6e490.jpg,烘焙原料/食品添加剂,1,21,30,3926,0.0,#/StaticPage/ProductDetail?relProductId=21307021466386&sourceType=99&timestamp=1717111592&signature=f1ef1b0649310f9af8b153fffff51b5b,https://app.kwaixiaodian.com/merchant/shop/detail?id=21307021466386,0,修来,85735,#/StaticPage/BrandDetail?brandId=85735&isTrusted=true,235982,21307021466386,0,0%,郑小刀个体店,#/StaticPage/Shop/Detail?shopId=235982,快手小店,0,,0,-1,,
9.9到手50包 老面味发面王发面宝发酵粉高活性小包酵母粉【L】,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3506467190-f7175746691a4eddae37581a597c0436.jpg,烘焙原料/食品添加剂,4,83,386,3812,0.0,#/StaticPage/ProductDetail?relProductId=21587955096190&sourceType=99&timestamp=1717111592&signature=0c2411336e07414d7c25a50a7c553117,https://app.kwaixiaodian.com/merchant/shop/detail?id=21587955096190,0,家家会,169097,#/StaticPage/BrandDetail?brandId=169097&isTrusted=true,297982,21587955096190,0,0%,致广大食品专营店,#/StaticPage/Shop/Detail?shopId=297982,快手小店,0,,0,-1,,
尚川酵母粉耐高糖干酵母家用烘焙做馒头面包孝母发孝粉原料5g/包,[],9.90 - 12.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2599813491-c5afa2715ba74f89b3bb2956975257f6.jpg,烘焙原料/食品添加剂,20,444,392,3812,0.0,#/StaticPage/ProductDetail?relProductId=20857204542491&sourceType=99&timestamp=1717111592&signature=9dc29d205709632f689ac6bd811d5817,https://app.kwaixiaodian.com/merchant/shop/detail?id=20857204542491,0,尚川,50561,#/StaticPage/BrandDetail?brandId=50561&isTrusted=true,155400,20857204542491,1,35%,尚川旗舰店,#/StaticPage/Shop/Detail?shopId=155400,快手小店,0,,0,-1,,
【展艺】0添加奶粉 品质烘焙家用调制奶粉新西兰进口奶源多包D,[],19.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2308545404-6d41eaf524164c4b9b904c7a7fee5eae.jpg,烘焙原料/食品添加剂,24,459,192,3802,0.0,#/StaticPage/ProductDetail?relProductId=21315736618404&sourceType=99&timestamp=1717111592&signature=50529c9c6b80ed17fce1a57b61b4b04b,https://app.kwaixiaodian.com/merchant/shop/detail?id=21315736618404,0,展艺,2329,#/StaticPage/BrandDetail?brandId=2329&isTrusted=true,2946,21315736618404,1,20%,展艺官方旗舰店,#/StaticPage/Shop/Detail?shopId=2946,快手小店,0,,0,-1,,
【艺哥定制泡打粉一次做成推荐】尚川无铝双效泡打粉酵母粉5g/袋,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2599813491-b4c56823f9924a10a745e46280c11766.jpg,烘焙原料/食品添加剂,1,63,380,3762,0.0,#/StaticPage/ProductDetail?relProductId=21841681443491&sourceType=99&timestamp=1717111592&signature=e8aa9c0d32ef3421b66ce3b40c3e0dc0,https://app.kwaixiaodian.com/merchant/shop/detail?id=21841681443491,0,尚川,50561,#/StaticPage/BrandDetail?brandId=50561&isTrusted=true,155400,21841681443491,0,0%,尚川旗舰店,#/StaticPage/Shop/Detail?shopId=155400,快手小店,0,,0,-1,,
【厨房三宝】【拍一发27】 酵母粉 鸡精 十全香  厨房调味料3g/包,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/item_image-3619482177-abf59d9aca2d4f6c9507785b66046f10.jpg,烘焙原料/食品添加剂,2,2,367,3633,0.0,#/StaticPage/ProductDetail?relProductId=21971825170177&sourceType=99&timestamp=1717111592&signature=79b2c31da5726500b5fb59bb615d590b,https://app.kwaixiaodian.com/merchant/shop/detail?id=21971825170177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,21971825170177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
安琪高活性低糖酵母粉,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/ufile/adsocial/973b1ae5-558b-4a31-9689-03c98830e302.jpg,烘焙原料/食品添加剂,1,51,355,3515,0.0,#/StaticPage/ProductDetail?relProductId=20295715066517&sourceType=99&timestamp=1717111594&signature=9af0d955a31adfececc8b5478110d23e,https://app.kwaixiaodian.com/merchant/shop/detail?id=20295715066517,0,安琪/ANGEL,12688,#/StaticPage/BrandDetail?brandId=12688&isTrusted=true,89250,20295715066517,1,15%,安琪旗舰店,#/StaticPage/Shop/Detail?shopId=89250,快手小店,0,,0,-1,,
ZX【达人精选】【拍一发27】 鸡精2包＋酵母粉20包＋十全香5盒,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-cce9e49e6dae4d9eb2dbd8ce8b136584.jpg,烘焙原料/食品添加剂,11,35,349,3487,0.0,#/StaticPage/ProductDetail?relProductId=22038510590177&sourceType=99&timestamp=1717111594&signature=25c9b9cbfd5f8b9f3707a3a89b232230,https://app.kwaixiaodian.com/merchant/shop/detail?id=22038510590177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22038510590177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
【达人甄选】【拍一发27】 鸡精＋酵母粉＋十全香 【hy】,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-cce9e49e6dae4d9eb2dbd8ce8b136584.jpg,烘焙原料/食品添加剂,3,14,348,3477,0.0,#/StaticPage/ProductDetail?relProductId=22040049697177&sourceType=99&timestamp=1717111594&signature=3efeb142eb9ab44b121283c0eaf1f54f,https://app.kwaixiaodian.com/merchant/shop/detail?id=22040049697177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22040049697177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
【拍一发五十】发面旺高活性老面发酵粉5克/包,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2944236576-93fa1190f163468099838020f057566d.jpg,烘焙原料/食品添加剂,1,1,324,3237,0.0,#/StaticPage/ProductDetail?relProductId=21897199067576&sourceType=99&timestamp=1717111594&signature=c4c705aac81229561dffedbb719bb120,https://app.kwaixiaodian.com/merchant/shop/detail?id=21897199067576,0,玉厨缘,167460,#/StaticPage/BrandDetail?brandId=167460&isTrusted=true,209382,21897199067576,0,0%,聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=209382,快手小店,0,,0,-1,,
【粉丝福利】拍一发70包 酵母粉3g/包,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-7ea3985b40724a87b5bb9d88ac140c90.jpg,烘焙原料/食品添加剂,1,6,324,3208,0.0,#/StaticPage/ProductDetail?relProductId=21872394742177&sourceType=99&timestamp=1717111594&signature=0f0d61a6197ba228e4d61414d8b2171f,https://app.kwaixiaodian.com/merchant/shop/detail?id=21872394742177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,21872394742177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
【直播专享！30包12.9元】老面味发酵粉 快速发酵稳定性高5g/包,[],12.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2499940465-373c29f5786e464cb21292eec6b59286.jpg,烘焙原料/食品添加剂,1,4,245,3161,0.0,#/StaticPage/ProductDetail?relProductId=22133581866465&sourceType=99&timestamp=1717111594&signature=0e57078d91ff09cceed645e54a072325,https://app.kwaixiaodian.com/merchant/shop/detail?id=22133581866465,0,,0,,308039,22133581866465,0,0%,肖栎食品2个体店,#/StaticPage/Shop/Detail?shopId=308039,快手小店,0,,0,-1,,
【粉丝福利】拍一发70包 酵母粉3g/包,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-7ea3985b40724a87b5bb9d88ac140c90.jpg,烘焙原料/食品添加剂,1,1,317,3138,0.0,#/StaticPage/ProductDetail?relProductId=21977227352177&sourceType=99&timestamp=1717111594&signature=ccec82df0ed8595995882fea9bca943a,https://app.kwaixiaodian.com/merchant/shop/detail?id=21977227352177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,21977227352177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
新良黑金版日式面包用小麦粉2.5kg高筋面粉烘焙面粉面包粉家用,[],32.80 - 50.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2194437469-3794079d78fc4126bcc5c2b93c7b7018.jpg,烘焙原料/食品添加剂,9,101,62,3107,0.0,#/StaticPage/ProductDetail?relProductId=20523564367469&sourceType=99&timestamp=1717111594&signature=bab0e76c6f8746d64db58d68b2f68530,https://app.kwaixiaodian.com/merchant/shop/detail?id=20523564367469,0,新良,2515,#/StaticPage/BrandDetail?brandId=2515&isTrusted=true,71506,20523564367469,0,0%,新良新乡良润专卖店,#/StaticPage/Shop/Detail?shopId=71506,快手小店,0,,0,-1,,
